program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id
EX199904077,4/19/99 0:00,Basic General OP - Dry Cleaning,Zach's 5th Avenue,1708 w 39th st,Kansas City,Jackson,AP:  Operating Permit Terminated,AOP: Basic Operating Permit,9/4/07 0:00,NA,3060,4/18/04 0:00,NA,AP0000952131
EX199904124,4/28/99 0:00,Airport,Kansas City Airport Aviation Dept,601 brasilia ave,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Local Issued OP,9/2/99 0:00,OP,127,8/31/04 0:00,NA,AP0001652404
EX199905012,5/4/99 0:00,Emission limitations,"Hoechst Marion Roussel, Inc",10236 marion park dr,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Local CP,6/9/99 0:00,730A,36,NA,NA,APB000950063
EX199905019,5/4/99 0:00,"Tanks, mills and mixers",Davis Paint Co,1311 iron st,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/25/03 0:00,082003-013,1574,NA,NA,AP0000470040
EX199905021,5/5/99 0:00,Emissions limits,"Quintiles, Inc",10245 hickman mills dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/9/99 0:00,874,35,NA,NA,APA000952202
EX199908097,5/5/99 0:00,Drycleaner - Basic,Westport Cleaners,20 westport rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Basic Operating Permit,7/12/04 0:00,OP,1895,5/4/04 0:00,NA,AP0000952121
EX199903160,5/7/99 0:00,Dry Cleaners,Quality Hill Cleaners,606 west 17th street,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,5/7/99 0:00,OP,0,5/6/04 0:00,NA,AP0000952173
EX199903176,5/7/99 0:00,Dry Cleaners,Miller Cleaners,4020 st. john,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,5/7/99 0:00,OP,0,5/8/04 0:00,NA,AP0000952124
EX199905049,5/10/99 0:00,General OP-dry cleaner,Rainbow Laundry & Dry Cleaning,8940 wornall road,Kansas City,Jackson,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000952194
EX199905050,5/10/99 0:00,General OP-dry cleaner,Courtesy Dry Cleaners,2300 e 12th st,Kansas City,Jackson,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000952176
EX199905051,5/10/99 0:00,General OP-dry cleaner,90 Minute Drycleaners,3951 main,Kansas City,Jackson,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000952136
EX199905052,5/10/99 0:00,General OP-dry cleaner,Pride Cleaners,216 northeast barry road,Kansas City,Clay,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000472214
EX199905053,5/10/99 0:00,General OP-dry cleaner,Quality Hill Cleaners,606 west 17th street,Kansas City,Jackson,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000952173
EX199905054,5/10/99 0:00,General OP-dry cleaner,Leawood Village Cleaners,13009 state line road,Kansas City,Jackson,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000952112
EX199905055,5/10/99 0:00,General OP dry-cleaner,Miller Cleaners,4020 st. john,Kansas City,Jackson,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000952124
EX199905056,5/10/99 0:00,General OP-dry cleaner,West Port Cleaners,20 west port road,Kansas City,Jackson,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000950266
EX199905057,5/10/99 0:00,General OP-dry cleaner,Continental Cleaners,NA,Kansas City,Clay,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000472208
EX199905058,5/10/99 0:00,General OP-dry cleaner,Quality Cleaners,5557 nw barry road,Kansas City,Platte,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0001652410
EX199905059,5/10/99 0:00,General OP-dry cleaner,Stanford Saper Cleaners Inc,338 w 63rd street,Kansas City,Jackson,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,72,NA,NA,AP0000952149
EX199903163,5/11/99 0:00,Dry Cleaner,Pride Cleaners,3525 red bridge road,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,5/11/99 0:00,OP,0,5/10/04 0:00,NA,AP0000952142
EX199905121,5/24/99 0:00,Printer,Barton Nelson Inc,13700 wyandotte,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/24/99 0:00,618E,31,NA,NA,AP0000952044
EX199905140,5/28/99 0:00,Printer,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/27/99 0:00,869,30,NA,NA,AP0000950114
EX199906029,6/7/99 0:00,Storage Tanks,Vance Brothers Inc,5201 brighton ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/7/99 0:00,887,30,NA,NA,AP0000950037
EX199906041,6/10/99 0:00,drum dryer fuel use,Bowen Construction Company #2,14457 nw interurban rd,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,7/10/99 0:00,890,30,NA,NA,AP0001652402
EX199906086,6/23/99 0:00,General OP-Dry Cleaner,Pride Cleaners,6220 nw barry road,Kansas City,Platte,AP:  Permit Issued,AOP: Local Issued OP,7/21/99 0:00,OP,28,NA,NA,AP0001652408
EX199907024,7/6/99 0:00,Plating transducer,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/5/99 0:00,892,30,NA,NA,AP0000950114
EX199907056,7/7/99 0:00,Comfort ventilation,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,7/30/99 0:00,NA,23,NA,NA,AP0000470019
EX199907057,7/7/99 0:00,Like for like crusher replacement,Hunt Midwest Mining-Crusher,8300 ne underground dr,Kansas City,Portable Plant,AP:  No Permit Required,AP: Applicability Determination Request,7/26/99 0:00,NA,19,NA,NA,AP00PORT0282
EX199907023,7/8/99 0:00,Paint tubs,Davis Paint Co,1311 iron st,Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,7/30/99 0:00,NA,22,NA,NA,AP0000470040
EX199907058,7/8/99 0:00,Truck Dumps,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/7/99 0:00,818,30,NA,NA,AP0000952001
EX199907043,7/15/99 0:00,Printing press and coater,Western Container Co,4323 clary blvd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/14/99 0:00,891,30,NA,NA,AP0000952019
EX199907062,7/21/99 0:00,Fertilizer,Midwest Terminal Warehouse,1724 market st,Kansas City,Jackson,AP:  Application Withdrawn by Applicant,AP: Local CP,8/17/99 0:00,857,27,NA,NA,AP0000952201
EX199907090,7/26/99 0:00,Asphalt Plant,Bowen Construction Company #2,14457 nw interurban rd,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,8/25/99 0:00,843,30,NA,NA,AP0001652402
EX199908007,8/2/99 0:00,Lubricating Grease,FarmLand Industries Inc,115 w 27th ave,Kansas City,Clay,AP:  Temporary Permit Issued,AP: Corrections & Amendments,9/8/99 0:00,0999-007,37,NA,NA,AP0000470110
EX199908017,8/4/99 0:00,Landfill,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,8/8/03 0:00,OP2003-037,1465,8/6/08 0:00,NA,AP0000952101
EX199908058,8/13/99 0:00,Human Crematory,Newcomer's D.W. & Sons,4605 virginia,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/12/99 0:00,984,30,NA,NA,AP0000952069
EX199909007,8/30/99 0:00,Revise permit conditions,"Quintiles, Inc",10245 hickman mills dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/30/99 0:00,730A,31,NA,NA,APA000952202
EX199909020,9/7/99 0:00,Terminal warehouse,Midwest Terminal Warehouse,1724 market st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/7/99 0:00,857,30,NA,NA,AP0000952201
EX199910004,10/1/99 0:00,Printing press,Allied Lithographing Co. Inc,2100 e 10th,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/31/99 0:00,897,30,NA,NA,AP0000950016
EX199903190,10/12/99 0:00,Crematory,Park Lawn Funeral Home,8251 hillcrest road,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,10/12/99 0:00,OP,0,10/11/04 0:00,NA,AP0000952079
EX199910052,10/13/99 0:00,Print engine,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/12/99 0:00,896,30,NA,NA,AP0000950114
EX199910061,10/18/99 0:00,Asphalt Plant,Bowen Construction Plant #1,2501 manchester,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/17/99 0:00,895,30,NA,NA,AP0000950176
EX199910067,10/20/99 0:00,Cycle hours,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/22/99 0:00,883,63,NA,NA,AP0000950022
EX199910079,10/28/99 0:00,Conveyer and generator,Hunt Midwest Mining - Stamper,14457 interurban rd,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,11/27/99 0:00,898,30,NA,NA,APA001652403
EX199911027,11/8/99 0:00,Print Engine,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/7/99 0:00,902,29,NA,NA,AP0000950114
EX199911035,11/8/99 0:00,300 hp Indeck Boilers,"Hoechst Marion Roussel, Inc",10236 marion park dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/8/99 0:00,900,30,NA,NA,APB000950063
EX199911045,11/8/99 0:00,Fuel storage tank,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,12/8/99 0:00,899,30,NA,NA,AP0001652415
EX199911046,11/12/99 0:00,4 emergency generators,MO Public Service Co.,9900 nw 112th st,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,12/12/99 0:00,901,30,NA,NA,APA001650009
EX199912005,12/2/99 0:00,Boilers,Kansas City Water Services,1 nw briarcliff rd,Kansas City,Clay,AP:  Permit Issued,AP: Local CP,1/1/00 0:00,904,30,NA,NA,AP0000472227
EX199912043,12/8/99 0:00,Superfund ARAR's,PTI-PCB site,2100 wyandotte st,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,12/29/99 0:00,NA,21,NA,NA,AP0199912043
EX199912102,12/29/99 0:00,Lithographic Presses,Barton Nelson Inc,13700 wyandotte,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,1/28/00 0:00,906,30,NA,NA,AP0000952044
EX199912103,12/30/99 0:00,Power Station,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,1/30/00 0:00,888,31,NA,NA,AP0000950022
EX200001004,1/3/00 0:00,Paper cutting units,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,2/2/00 0:00,907,30,NA,NA,AP0000950114
EX200001005,1/3/00 0:00,Videojet inkjet printers,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,2/3/00 0:00,905,31,NA,NA,AP0000950114
EX200001017,1/6/00 0:00,Power plant-post explosion,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,1/11/05 0:00,OP2005-003,1832,1/9/10 0:00,NA,AP0000950022
EX200001038,1/13/00 0:00,Burn-off oven applicability-Statewide,Contrast Equipment Company,1449 n topping,Kansas City,Clay,AP:  Application Required,AP: Applicability Determination Request,1/20/00 0:00,NA,7,NA,NA,AP0200001038
EX200001050,1/18/00 0:00,Paper cutting units,Performance Roof Systems,4821 chelsea avenue,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,2/17/00 0:00,903,30,NA,NA,APA000950177
EX200001085,1/28/00 0:00,"Add conveyers, screen, bin",Hunt Midwest Mining - Stamper,14457 interurban rd,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,2/28/00 0:00,909,31,NA,NA,APA001652403
EX200002008,1/31/00 0:00,General OP-Dry Cleaner,Sheila's Dry Cleaners Inc,6006 n antioch road,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Basic Operating Permit,5/5/00 0:00,OP2000-048,95,5/5/05 0:00,NA,AP0000470161
EX200003008,3/2/00 0:00,Efficiency testing removal,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,5/11/00 0:00,0293-003A,70,NA,NA,AP0000470019
EX199903179,3/3/00 0:00,Grain Elevator,"Cargill, Inc.",4801 east birmingham road,Kansas City,Clay,AP:  Received Intermediate OP Issued,AOP: Intermediate Operating Permit,3/3/00 0:00,OP,0,3/2/05 0:00,NA,APA000470027
EX200003029,3/13/00 0:00,lithographic press,Barton Nelson Inc,13700 wyandotte,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,4/12/00 0:00,913,30,NA,NA,AP0000952044
EX200003061,3/17/00 0:00,Amend emission rates,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,6/1/00 0:00,NA,76,NA,NA,AP0000470042
EX199903161,3/23/00 0:00,Wood Cabinets,Quality Wood Products,7400 e 12th st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,3/23/00 0:00,OP,0,3/22/05 0:00,NA,APA000952065
EX200003089,3/23/00 0:00,Unified Review-Intermediate,International Paper Company,4343 clary blvd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,4/22/00 0:00,912,30,NA,NA,AP0000952177
EX200003102,3/24/00 0:00,Diesel Generators,Dean Machinery at Weatherby,NA,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/6/00 0:00,062000-002,74,NA,NA,AP0200003102
EX200003098,3/28/00 0:00,Diesel Generator,Dean Machinery at Leeds,4210 raytown rd,Kansas City,Jackson,AP:  Application Denied,AP: Local CP,4/27/00 0:00,916,30,NA,NA,AP0000952212
EX200003099,3/28/00 0:00,Diesel Generator,Dean Machinery at Hickman,11500 grandview rd,Kansas City,Jackson,AP:  Application Denied,AP: Local CP,4/27/00 0:00,915,30,NA,NA,AP0000952211
EX200003100,3/28/00 0:00,Diesel Generator,Dean Machinery at Loma Vista,6220 e. 91st street,Kansas City,Jackson,AP:  Application Denied,AP: Local CP,4/27/00 0:00,917,30,NA,NA,AP0000952213
EX200004024,4/7/00 0:00,Ladle Preheaters,GST Steel,8116 wilson rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/7/00 0:00,914,30,NA,NA,APB000950004
EX200004045,4/13/00 0:00,Lithographic offset Printer,James Printing Company,3101 mercier,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/13/00 0:00,918,30,NA,NA,AP0000952050
EX200004064,4/19/00 0:00,Boilers & Emergency generators,Stower's Institute,4949 rockhill rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/19/00 0:00,919,30,NA,NA,AP0000952089
EX200004094,4/24/00 0:00,Paper and Cardboard - Intermediate,International Paper Company,4343 clary blvd,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Intermediate Operating Permit,9/20/04 0:00,OP,1610,NA,NA,AP0000952177
EX200004102,4/26/00 0:00,Grain-Intermediate,Midwest Terminal Warehouse,1724 market st,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,11/10/03 0:00,OP,1293,NA,NA,AP0000952201
AP200000011,7/18/00 0:00,Casino,Ameristar Casino Inc.,3200 n station dr,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/18/00 0:00,931,0,NA,NA,AP0000472228
EX200005060,5/8/00 0:00,Install painting robots,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,6/7/00 0:00,920,30,NA,NA,AP0001652415
EX200005061,5/11/00 0:00,Asphalt Plant,Bowen Construction Company #2,14457 nw interurban rd,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,6/10/00 0:00,923,30,NA,NA,AP0001652402
EX200005075,5/15/00 0:00,Emissions Increase,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,"AP:  Closed out, per policy",AP: Local CP,5/20/00 0:00,920,5,NA,NA,AP0001652415
EX200005106,5/16/00 0:00,Diesel Generator,Dean Machinery at Leeds,4210 raytown rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/15/00 0:00,916,30,NA,NA,AP0000952212
EX200005107,5/16/00 0:00,Diesel Generator,Dean Machinery at Loma Vista,6220 e. 91st street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/15/00 0:00,917,30,NA,NA,AP0000952213
EX200005105,5/19/00 0:00,Diesel Generators,Dean Machinery at Hickman,11500 grandview rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/18/00 0:00,915,30,NA,NA,AP0000952211
EX200006003,6/1/00 0:00,NA,GST Steel,8116 wilson rd,Kansas City,Jackson,"AP:  Closed Out, Inactive","AP: Section 7, 8 & 9 Major Source Review",8/30/00 0:00,NA,90,NA,NA,APB000950004
EX200006010,6/2/00 0:00,Space Heaters,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/27/00 0:00,112000-014,178,NA,NA,AP0000470019
EX199903188,6/7/00 0:00,Crematory,Newcomer's D.W. & Sons,4605 virginia,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,6/7/00 0:00,OP,0,6/6/05 0:00,NA,AP0000952069
EX200006025,6/7/00 0:00,"Add crusher, conveyers, bins",Hunt Midwest Mining Corp,parvin rd,Kansas City,Clay,AP:  Permit Issued,AP: Local CP,7/7/00 0:00,924,30,NA,NA,AP0000472226
EX200006029,6/9/00 0:00,Capture efficiency modification,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/9/00 0:00,1194-021A,61,NA,NA,AP0000470042
EX200006040,6/12/00 0:00,Portable Concrete Plant,Ellis Construction,2000 troost,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/12/00 0:00,925,30,NA,NA,AP0000952216
EX200006095,6/16/00 0:00,Waste Tire Processing,Becks Tire Service,4950 stilwell st,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,7/7/00 0:00,NA,21,NA,NA,AP0200006095
EX200006064,6/19/00 0:00,New Disperser,"Campbell, Earl Mfg. Co",400 e 10th ave,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/3/01 0:00,052001-002,318,NA,NA,AP0000470079
EX200006076,6/22/00 0:00,Rock Crushing,Hunt Midwest Mining Corp,parvin rd,Kansas City,Clay,AP:  Permit Issued,AP: Local CP,7/22/00 0:00,924,30,NA,NA,AP0000472226
EX200007025,7/7/00 0:00,Coal handling replacement,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/6/00 0:00,927,30,NA,NA,AP0000950022
EX200007032,7/10/00 0:00,New Tundish Dryer,GS Technologies Operating Co Inc,7000 roberts st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/9/00 0:00,929,30,NA,NA,AP0000952105
EX200007058,7/14/00 0:00,New web press,Output Technologies Graphics Resources,4251 pennsylvania,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/13/00 0:00,928,30,NA,NA,AP0000952188
EX200007087,7/24/00 0:00,Gas-fired boilers,Station Casino,8201 ne birmingham,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/23/00 0:00,931,30,NA,NA,AP0000952215
EX200007137,7/27/00 0:00,Rock Crushing,Damon Pursell Construction Company,9001 hickman mills dr,Kansas City,Jackson,"AP:  Closed Out, Inactive",AP: Local CP,8/18/00 0:00,NA,22,NA,NA,AP0000950006
EX199903177,8/8/00 0:00,Dry Cleaners,U.S. $1.75 Cleaners,4804 s noland rd suite s,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,8/8/00 0:00,OP,0,8/7/05 0:00,NA,AP0000952203
EX200008066,8/18/00 0:00,Like for like conveyors,Hunt Midwest Mining-Crusher,8300 ne underground dr,Kansas City,Portable Plant,AP:  No Permit Required,AP: Applicability Determination Request,8/21/00 0:00,NA,3,NA,NA,AP00PORT0282
EX200008068,8/18/00 0:00,"Add crushers, screens",Damon Pursell Construction Company,9001 hickman mills dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/17/00 0:00,930,30,NA,NA,AP0000950006
EX200008086,8/23/00 0:00,Diesel-impacted soil,Williams-Mullins Property Remediation,10600 n oak trafficway,Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,9/15/00 0:00,NA,23,NA,NA,AP0200008086
EX200009013,9/1/00 0:00,Eight Boilers,Kansas City Airport Aviation Dept,601 brasilia ave,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,10/1/00 0:00,933,30,NA,NA,AP0001652404
EX199903183,9/11/00 0:00,Polyethelene Bag,Frontier Bag Inc,5700 east 150 highway,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/11/00 0:00,OP,0,9/10/05 0:00,NA,AP0000952063
EX200009081,9/22/00 0:00,7-color sheetfed offset press,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/22/00 0:00,934,30,NA,NA,AP0000950114
EX200009099,9/27/00 0:00,Add pharmaceutical Production,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/27/00 0:00,911,30,NA,NA,AP0000950011
EX200010008,10/2/00 0:00,Replacement Boiler,University of Missouri-KC,1011 east 51st st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/1/00 0:00,937,30,NA,NA,AP0000952090
EX200010020,10/2/00 0:00,Chemical Manufacturing,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,12/19/03 0:00,OP2003-046,1173,12/17/08 0:00,NA,AP0000950011
EX200010105,10/2/00 0:00,Basic for other than incinerator.  Replaced by renewal project 2002-11-174,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Basic Operating Permit,11/8/02 0:00,OP,767,11/18/02 0:00,NA,AP0000950011
EX200010060,10/16/00 0:00,New Cook Oven,Cook Family Foods,13825 wyandotte street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/16/00 0:00,935,31,NA,NA,APB000952002
EX200010063,10/16/00 0:00,Concrete Batch Plant,Lafarge Corporation,3101 e 85th st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/15/00 0:00,921,30,NA,NA,AP0200010063
EX200010064,10/16/00 0:00,750 KW fuel oil Generator,Truman Medical Center - West,514 e 22nd st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/16/00 0:00,936,31,NA,NA,AP0000952055
EX200102090,2/15/01 0:00,Motorcycle Manufacturing,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,5/23/05 0:00,OP2005-012,1558,5/22/10 0:00,NA,AP0001652415
EX200102106,2/16/01 0:00,Power plant wastes,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,2/20/01 0:00,NA,4,NA,NA,AP0000950022
EX200102114,2/20/01 0:00,500 Kw Emergency generator,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/22/01 0:00,946,30,NA,NA,AP0000950011
EX200010099,10/27/00 0:00,Screen-making equipment,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/26/00 0:00,939,30,NA,NA,AP0000950114
EX200011023,11/8/00 0:00,New process,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/8/00 0:00,941,30,NA,NA,AP0000950011
EX200011070,11/28/00 0:00,General OP - Ready mix concrete,LaFarge Construction,4701 coal mine rd,Kansas City,Portable Plant,AP:  Operating Permit Terminated,AOP: Basic Operating Permit,9/28/01 0:00,OP,304,NA,NA,AP00PORT0434
EX199903192,1/2/01 0:00,"Casino, restraunt",Ameristar Casino Inc.,3200 n station dr,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,1/2/01 0:00,OP,0,1/1/06 0:00,NA,AP0000472228
EX200101036,1/16/01 0:00,Fuel Oil Limits,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,2/15/01 0:00,942,30,NA,NA,AP0000952001
EX200102030,1/26/01 0:00,Waste Composting,Missouri Organic Recycling Inc,5100 n brooklyn ave,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,2/2/01 0:00,NA,7,NA,NA,AP0200102030
EX200102032,2/5/01 0:00,Concrete Batch Plant,Loch Sand and Construction,mo hwy 150,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/7/01 0:00,NA,30,NA,NA,AP0200102032
EX200102128,2/23/01 0:00,250 KW generator,Hunt Midwest Mining - Stamper,14457 interurban rd,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,3/25/01 0:00,945,30,NA,NA,APA001652403
EX200102134,2/26/01 0:00,NA,Clarkson Construction,31st st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/28/01 0:00,944,30,NA,NA,AP0200102134
EX200103031,3/7/01 0:00,Glass cleaner and primer,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/24/01 0:00,082001-022,170,NA,NA,AP0000470019
EX200101073,3/19/01 0:00,Concrete,Clarkson Const at Hwy 150,NA,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,4/18/01 0:00,948,30,NA,NA,AP0000952222
EX200103074,3/19/01 0:00,Boiler Replacement,Department of Energy Kansas City Plant,2000 e bannister rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,4/18/01 0:00,938,30,NA,NA,AP0000950005
AP200104062,4/17/01 0:00,Pre-heater,Bowen Construction Plant #1,2501 manchester,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/17/01 0:00,949,30,NA,NA,AP0000950176
AP200104114,4/27/01 0:00,Human Cremation,Mount Moriah,10507 holmes rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/27/01 0:00,947,30,NA,NA,AP0000952075
