program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id
EX22400178012,12/9/93 0:00,NA,Thomas J. Lipton Company,13000 E 35TH ST S,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,2/1/94 0:00,0294-002,54,NA,NA,APA000950178
EX22400125010,12/15/93 0:00,NA,AGCO Manufacturing Group,627 South Cottage,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/20/94 0:00,0394-003,95,NA,NA,AP0000950125
EX10200019029,12/27/93 0:00,NA,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,4/7/94 0:00,NA,101,NA,NA,AP0000470019
EX10200092006,1/10/94 0:00,Landfill flares,"BFI Landfill, Inc",RFD 3,Missouri City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,2/4/94 0:00,NA,25,NA,NA,AP0000470092
EX10200019030,1/11/94 0:00,NA,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,4/7/94 0:00,NA,86,NA,NA,AP0000470019
EX22400046018,2/7/94 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,3/22/94 0:00,1088-009A,43,NA,NA,AP0000950046
EX22400057006,2/9/94 0:00,NA,"Pfizer Inc, Animal Health Group",1 SE PFIZER WAY,Lee's Summit,Jackson,AP:  Awaiting Completeness Check,AP: Sec 5 & 6: Deminimis and Minor,5/10/94 0:00,0594-031,90,NA,NA,AP0000950057
EX10200011007,2/16/94 0:00,NA,Jefferson Smurfit Corp,110 East 10th Avenue,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/28/94 0:00,0594-004,71,NA,NA,APA000470011
EX22400046019,2/18/94 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Awaiting Completeness Check,AP: Sec 5 & 6: Deminimis and Minor,3/22/94 0:00,NA,32,NA,NA,AP0000950046
PORT0061026,2/23/94 0:00,NA,Limpus Quarries Inc,2001B MO Hwy 291,Sugar Creek,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate Approved Site,3/22/94 0:00,NA,27,NA,NA,APB000950048
EX08400053006,3/2/94 0:00,NA,Beyer Crushed Rock Co.,4600 E County Hwy Y,Cleveland,Cass,AP:  Awaiting Completeness Check,AP: Sec 5 & 6: Deminimis and Minor,5/23/94 0:00,0694-011,82,NA,NA,AP0000370053
EX22400030011,3/3/94 0:00,NA,LaFarge Corporation - Sugar Creek,4201 N RIVER BLVD,Sugar Creek,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/21/94 0:00,0891-005A,49,NA,NA,APB000950030
EX22400057007,3/4/94 0:00,NA,"Pfizer Inc, Animal Health Group",1 SE PFIZER WAY,Lee's Summit,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/18/94 0:00,0694-002,75,NA,NA,AP0000950057
EX22400046020,3/25/94 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/31/94 0:00,0694-021,67,NA,NA,AP0000950046
EX22400178013,3/28/94 0:00,NA,Thomas J. Lipton Company,13000 E 35TH ST S,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/17/94 0:00,0694-022,81,NA,NA,APA000950178
EX10200132011,3/30/94 0:00,NA,American Italian Pasta Company,1000 ITALIAN WAY,Excelsior Springs,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,4/15/94 0:00,NA,16,NA,NA,AP0000470132
EX0950002015,3/31/94 0:00,INSTALL A THERMAL DESORPTION AND RECOVERY SYSTEM,Amoco Oil Co,1000 North Sterling,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/1/94 0:00,0994-018,92,NA,NA,APA000950002
EX10200019031,3/31/94 0:00,NA,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/17/94 0:00,0694-020,78,NA,NA,AP0000470019
EX0840P030006,4/10/94 0:00,NA,Clarkson Construction Co,NA,Harrisonville,Cass,AP:  Technical Review,AP: Sec 4: Relocate to New Site,4/19/94 0:00,NA,9,NA,NA,AP000037P030
EX0950195006,4/12/94 0:00,7.5 MMBTU/HR NATURAL-GAS BOILER,LaFarge Corporation,105 West 11th Street,Unknown City,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,6/21/94 0:00,NA,70,NA,NA,AP0000950195
EX0470140005,4/19/94 0:00,Two grinder-classifier systems,Lilly Industries Inc,1136 FAYETTE ST,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/11/94 0:00,0794-003,83,NA,NA,APA000470140
EX095T006005,4/25/94 0:00,SOIL VAPOR EXTRACTION REMEDIATION,McCall Service Stations,NA,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/6/94 0:00,NA,72,NA,NA,AP000095T006
EX22400076014,4/25/94 0:00,NA,Barber & Son Aggregates Co.,11400 7 HWY,Lee's Summit,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,1/9/95 0:00,NA,259,NA,NA,APA000950076
EX22400239006,5/2/94 0:00,equipment change,Berg Electronics,777 North Blue Parkway,Lee's Summit,Jackson,AP:  Permit Required,AP: Applicability Determination Request,5/12/94 0:00,NA,10,NA,NA,AP0000950239
EX0950194006,5/4/94 0:00,"RELOCATE CONCRETE PLANT (1290-007) TO  1/4SE, 1/4SW, S6, T47N, R30W, FOR STORAGE IN AN INOPERABLE STATE.",LaFarge Corporation,1500 West Geospace Drive,Unknown City,Jackson,AP:  Amendment Approved,AP: Sec 4: Relocate Approved Site,5/19/94 0:00,NA,15,NA,NA,AP0000950194
EX22400197003,5/10/94 0:00,NA,Burd & Fletcher - Independence Plant # 1,5151 Geospace Drive,Independence,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,6/16/94 0:00,NA,37,NA,NA,AP0000950197
EX22400169005,5/11/94 0:00,NA,"Ash Grove Aggregates, Inc",23004 East Hwy 24,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/1/94 0:00,0894-013,82,NA,NA,AP0000950169
EX22400076015,6/9/94 0:00,Electric Generators,Barber & Sons Aggregates-Power Generatio,11400 S MO Hwy 7,Lee's Summit,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,9/16/94 0:00,0994-013,99,NA,NA,AP0000950274
EX3740N004007,6/21/94 0:00,NA,"Buildex, Inc.-New Market MO.",22105 HIGHWAY 371,Dearborn,Platte,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/9/94 0:00,0994-016,49,NA,NA,AP0001650001
EX0950002016,7/5/94 0:00,INSTALL A PORTABLE DRAINING RACK FOR GASOLINE FILTERS,Amoco Oil Co,1000 North Sterling,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/24/94 0:00,0894-031,50,NA,NA,APA000950002
EX10200115011,7/15/94 0:00,NA,"Liberty Carbon Service, Inc.",1706 Johnson Ind Dr,Excelsior Springs,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/18/94 0:00,0986-009A,34,NA,NA,AP0000470115
EX22400178014,7/15/94 0:00,Fire tube Boiler,Thomas J. Lipton Company,13000 E 35TH ST S,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,2/22/95 0:00,0495-005,222,NA,NA,APA000950178
EX10200042012,7/29/94 0:00,mod to allow high moisture bean processing,Archer Daniels Midland Co,200 W 19TH ST,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/8/94 0:00,1194-021,102,NA,NA,AP0000470042
EX08400047005,8/1/94 0:00,NA,Whistle Redi Mix Inc,518 Walker Street,Pleasant Hill,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/18/94 0:00,1094-014,17,NA,NA,AP0000370047
EX10200014005,8/9/94 0:00,NA,Guys Foods,405 S LEONARD ST,Liberty,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,12/27/94 0:00,NA,140,NA,NA,AP0000470014
EX10200114006,9/7/94 0:00,NA,Green Quarries - Excelsior Plant,1910 A West 69 Hwy,Carrollton,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,12/2/94 0:00,1294-027,86,NA,NA,APA000470114
EX10200126007,9/8/94 0:00,Two 200 HP Cleaver Boilers,American Railcar Industries,1101 BEDFORD RD,North Kansas City,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,9/28/94 0:00,NA,20,NA,NA,AP0000470126
EX0950002017,9/12/94 0:00,INSTALLATION OF AN AIR STRIPPER,Amoco Oil Co,1000 North Sterling,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,12/13/94 0:00,1294-005,92,NA,NA,APA000950002
EX0950238005,1/23/95 0:00,PERMITTING AN EXISTING SOURCE THAT WAS EST. IN MARCH 1990.,American Roller Co.,1440 Thirteenth Ave.,Union Grove,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,5/2/95 0:00,NA,99,NA,NA,AP0000950238
EX22400098006,1/24/95 0:00,NA,"Courtney Concrete, Inc.",2601 N. State Route 291,Sugar Creek,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/24/95 0:00,0595-024,90,NA,NA,APA000950098
EX22400176007,1/25/95 0:00,Asphalt Plant,Bowen Construction Co,Langsford Rd,Lee's Summit,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,9/8/95 0:00,NA,226,NA,NA,AP0000950192
EX37400021008,2/9/95 0:00,printing press,"Package Service Company, Inc.",1800 NW VIVION RD,Northmoor,Platte,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/12/95 0:00,0695-013,123,NA,NA,APA001650021
EX22400075005,2/21/95 0:00,NA,Peterson Mfg Co,4200 E 135TH ST,Grandview,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/22/95 0:00,0695-029,121,NA,NA,AP0000950075
EX0950057009,2/23/95 0:00,EXEMPTION FROM PERMIT REQUIREMENTS FOR A TEMPORARY PILOT PLANT,"Pfizer Inc, Animal Health Group",1 SE PFIZER WAY,Lee's Summit,Jackson,AP:  Temporary Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/7/95 0:00,NA,43,NA,NA,AP0000950057
EX22400002019,4/12/95 0:00,desorption and rcovery unit,Amoco Oil Co,1000 North Sterling,Sugar Creek,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,7/7/95 0:00,NA,86,NA,NA,APA000950002
EX08400002007,4/21/95 0:00,NA,Martin Marietta - Peculiar Quarry,7410 County Hwy YY West,Peculiar,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/26/95 0:00,0795-018,96,NA,NA,AP0000370002
EX10200112006,4/21/95 0:00,NA,Gladstone Animal Shelter,4040 NE 76 St,Gladstone,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/14/95 0:00,0795-009,84,NA,NA,AP0000470112
EX10200102006,5/16/95 0:00,NA,Missouri Rock Inc,21600 E 24 Hwy,Independence,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,6/1/95 0:00,NA,16,NA,NA,AP0000470102
EX10200114007,5/24/95 0:00,Add 4 storage bins & 1 conveyor,Green Quarries - Excelsior Plant,1910 A West 69 Hwy,Carrollton,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/6/95 0:00,1195-005,166,NA,NA,APA000470114
EX08400044005,5/25/95 0:00,installtion & operation of a ross model 100 concrete batch plant at existing facility,7 Material Corporation,21702 N. Main,Peculiar,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,9/15/95 0:00,0995-015,113,NA,NA,AP0000370044
EX10200011008,8/11/95 0:00,Amend 0594-004 to Increase Usage Rate of Acrylic Coating,Jefferson Smurfit Corp,110 East 10th Avenue,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/6/95 0:00,1195-007,87,NA,NA,APA000470011
EX10200033007,9/29/95 0:00,8 Color Sheet Fed Printing Press,Midland Lithography,1841 VERNON ST,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,12/28/95 0:00,1295-020,90,NA,NA,AP0000470033
EX10200011009,10/6/95 0:00,Plate Process et. al. for Printing Cardboard Boxes,Jefferson Smurfit Corp,110 East 10th Avenue,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/12/96 0:00,0396-008,158,NA,NA,APA000470011
AP199500016,10/20/95 0:00,Asphalt,Superior Bowen Asphalt,8651 NE 38TH STREET,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/20/95 0:00,710,0,NA,NA,AP0000952219
PORT0251005,10/29/95 0:00,Crusher,Metropolitan Quarries - Sugar Creek West,1700 North M291 Highway,Sugar Creek,Jackson,AP:  Application Denied,AP: Sec 5 & 6: Deminimis and Minor,10/29/95 0:00,NA,0,NA,NA,AP0000950243
EX10200002008,10/31/95 0:00,"Chemical unloading/reaction, storage tanks",National Starch And Chemical Company,1001 Bedford Rd,North Kansas City,Clay,AP:  Appeal Withdrawn,AP: Sec 5 & 6: Deminimis and Minor,3/25/98 0:00,0397-004,876,NA,NA,APB000470002
EX37400028005,2/20/96 0:00,Mold release chemical,Woodbridge Corporation,555 NW PLATTE VALLEY DR,Riverside,Platte,AP:  Section 6 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/15/96 0:00,0596-024,85,NA,NA,AP0001650028
EX08400042007,3/1/96 0:00,AMEND 0595-015,Scoular Grain Company,1209 INDUSTRIAL BLVD,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/29/98 0:00,0598-019,819,NA,NA,AP0000370050
EX10200112010,3/5/96 0:00,Animal Incinerator,Gladstone Animal Shelter,4040 NE 76 St,Gladstone,Clay,AP:  Applicant responding to technical request,AOP: Basic Operating Permit,8/21/98 0:00,OP,899,8/21/03 0:00,NA,AP0000470112
EX0470070006,3/21/96 0:00,Granulator to Recycle Regected PVC Garden Hose,Gilmour Hose Company,140 CORUM RD,Excelsior Springs,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/8/96 0:00,0796-002,109,NA,NA,APB000470070
EX08400053007,4/4/96 0:00,"CONE CRUSHER, 20' CONVEYOR, 62' CONVEYOR, & 60' CONVEYOR",Beyer Crushed Rock Co.,4600 E County Hwy Y,Cleveland,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/15/96 0:00,0796-010,102,NA,NA,AP0000370053
EX0950057011,4/11/96 0:00,AMEND 0694-002,"Pfizer Inc, Animal Health Group",1 SE PFIZER WAY,Lee's Summit,Jackson,AP:  Amendment Approved,AP: Applicability Determination Request,5/29/96 0:00,NA,48,NA,NA,AP0000950057
EX10200003004,4/19/96 0:00,Like-Kind Replacement of bran dusters & purifiers,Con Agra,2010 Taney,North Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,8/2/96 0:00,NA,105,NA,NA,AP0000470003
EX22400029010,4/26/96 0:00,Castings-Intermediate,Lightning Industries,801 Woodsweather Rd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Local Issued OP,7/7/97 0:00,OP,437,7/7/02 0:00,NA,AP0000950029
EX10200040010,4/29/96 0:00,Paint manufacture,Davis Paint Co,1311 IRON ST,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,10/5/01 0:00,OP2001-123,1985,10/5/06 0:00,NA,AP0000470040
EX10200129007,5/1/96 0:00,Pulverizing Unit & Ink Bar Coding System,Variform,303 W MAJOR ST,Kearney,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,6/14/96 0:00,NA,44,NA,NA,AP0000470129
EX37400015010,5/10/96 0:00,increase throughput (submitted in conjunction with IOP),Conoco Riverside,6699 NW RIVER PARK DR,Riverside,Platte,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,3/18/98 0:00,NA,677,NA,NA,APA001650015
EX37400015011,5/10/96 0:00,Gasoline Bulk Terminal,Conoco Riverside,6699 NW RIVER PARK DR,Riverside,Platte,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,6/8/01 0:00,OP2001-045,1855,6/7/06 0:00,NA,APA001650015
EX22400065010,7/15/96 0:00,Paper Sacks,"Percy Kent Bag Co., Inc",5910 Winner Road,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit,9/9/98 0:00,OP,786,NA,NA,APA000950065
EX22400068010,7/15/96 0:00,Chemical Storage Tanks,Unocal Chemical Div.,5200 Stillwell Street,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit,9/3/98 0:00,OP,780,NA,NA,APA000950068
EX22400076016,7/15/96 0:00,Lime Crushing,Barber & Son Aggregates Co.,11400 7 HWY,Lee's Summit,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Basic Operating Permit,12/29/98 0:00,OP,897,12/29/03 0:00,NA,APA000950076
EX22402058010,7/15/96 0:00,Insulation-Intermediate,Cook Brothers Insulation Inc,200 WALNUT ST,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,7/3/02 0:00,OP,2179,NA,NA,AP0000952058
PORT0269008,7/15/96 0:00,Asphalt Plant,"C. B. Asphalt, Inc. at Martin Marietta",NA,Peculiar,Cass,AP:  Technical Review,AP: Sec 4: Relocate to New Site,12/24/96 0:00,NA,162,9/1/98 0:00,NA,AP000037P042
EX10200126010,7/17/96 0:00,Rail Car repair,American Railcar Industries,1101 BEDFORD RD,North Kansas City,Clay,AP:  OP Application Replaced by New Submittal,AOP: Intermediate Operating Permit,3/6/02 0:00,OP,2058,7/16/01 0:00,NA,AP0000470126
EX22400030013,5/15/96 0:00,New Kiln,LaFarge Corporation - Sugar Creek,4201 N RIVER BLVD,Sugar Creek,Jackson,AP:  Permit Issued,"AP: Section 7, 8 & 9 Major Source Review",8/20/97 0:00,0897-019,462,NA,NA,APB000950030
EX22400197010,5/17/96 0:00,NA,Burd & Fletcher - Independence Plant # 1,5151 Geospace Drive,Independence,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit,10/27/97 0:00,OP,528,NA,NA,AP0000950197
EX37400021009,6/5/96 0:00,3 new printing presses,"Package Service Company, Inc.",1800 NW VIVION RD,Northmoor,Platte,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,9/26/96 0:00,0996-020,113,NA,NA,APA001650021
EX08400036006,6/7/96 0:00,APPLICATION DETERMINATION,Phillips Pipe Line Co.,Hwy 291,Harrisonville,Cass,AP:  Application Required,AP: Applicability Determination Request,6/27/96 0:00,NA,20,NA,NA,AP0000370036
EX199901035,6/15/96 0:00,Electrical generators,Barber & Sons Aggregates-Power Generatio,11400 S MO Hwy 7,Lee's Summit,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,7/21/99 0:00,OP1999-095,1131,7/21/04 0:00,NA,AP0000950274
EX22400126009,6/15/96 0:00,800 hp replacement boiler,American Ingredients Co.,13830 BOTTS RD,Grandview,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/9/96 0:00,0896-007,55,NA,NA,APA000950126
EX22400176010,6/20/96 0:00,NA,Bowen Construction Plant #1,2501 Manchester,Kansas City,Jackson,AP:  Closed Out Inappropriate Request,AOP: Part 70 Operating Permit,10/29/97 0:00,OP,496,NA,NA,AP0000950176
EX08400031007,6/21/96 0:00,temporary water treatment - HAPs,Amoco Pipeline Co,700 E Main,Freeman,Cass,AP:  No Permit Required,AP: Corrections & Amendments,8/12/96 0:00,NA,52,NA,NA,APA000370031
PORT0093012,6/24/96 0:00,"relocate to Jackson, T50N:R31W:S19",Metropolitan Quarries - Sugar Creek West,1700 North M291 Highway,Sugar Creek,Jackson,AP:  Permit Issued,AP: Sec 4: Relocate to New Site,10/1/96 0:00,NA,99,6/1/97 0:00,NA,AP0000950243
EX22400120010,6/30/96 0:00,NA,Burd & Fletcher Company,321 West 7th St.,Kansas City,Jackson,AP:  Application Withdrawn by Applicant,AOP: Part 70 Operating Permit,4/25/97 0:00,OP,299,NA,NA,AP0000950120
EX22400222010,7/1/96 0:00,Power Generation,City of Independence-Substation I,3500 Lees Summit Road,Independence,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,1/22/99 0:00,OP1999-011,935,1/22/04 0:00,NA,AP0000950222
EX22400223010,7/1/96 0:00,Power Generation,City of Independence-Substation H,Salisbury Rd at M-291,Sugar Creek,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,1/22/99 0:00,OP1999-014,935,1/22/04 0:00,NA,AP0000950223
EX22400224010,7/1/96 0:00,Power Generation,City of Independence-Substation J,Noland Road at Truman,Sugar Creek,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,1/22/99 0:00,OP1999-010,935,1/22/04 0:00,NA,AP0000950224
EX22400244010,7/1/96 0:00,Cultured Marble,"Tiffany Marble, Inc.",14 East 16th Street,Lee's Summit,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,3/30/99 0:00,OP1999-040,1002,3/30/04 0:00,NA,AP0000950244
EX10200134006,7/2/96 0:00,Remediation modifications,Taystee Baking Div.,2401 N. Burlington,North Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,7/26/96 0:00,NA,24,NA,NA,APA000470134
EX22400005010,7/3/96 0:00,"DOE, and Weapons",Bendix Corporation,2000 East Bannister Road,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit,8/19/98 0:00,OP,777,NA,NA,APA000950005
EX22400061010,7/3/96 0:00,Asphalt,APAC - Kansas - Independence Division,2031 N Courtney Rd,Independence,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit,2/26/01 0:00,OP2001-018,1699,2/26/06 0:00,NA,AP0000950061
EX10200052010,7/8/96 0:00,Grease and Oil,Jesco Lubricants Co,1437 Gentry,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,1/20/99 0:00,OP1999-007,926,1/20/04 0:00,NA,APA000470052
EX199903088,7/8/96 0:00,Emergency Generators,Truman Medical Center East,7900 Lees Summit Rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/7/96 0:00,750,30,NA,NA,AP0000952154
EX22400192010,7/10/96 0:00,Asphalt,Bowen Construction Co,Langsford Rd,Lee's Summit,Jackson,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit,5/25/01 0:00,OP,1780,NA,NA,AP0000950192
EX37402402010,7/11/96 0:00,Asphalt Plant,Bowen Construction Company #2,14457 NW Interurban Rd,Kansas City,Platte,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit,9/9/98 0:00,OP,790,NA,NA,AP0001652402
EX22400022010,7/12/96 0:00,Power Generation,Kansas City Power & Light Co (Hawthorn),8700 HAWTHORNE RD,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit,5/25/99 0:00,OP,1047,NA,NA,AP0000950022
EX37400009010,7/12/96 0:00,Power Plant,MO Public Service Co.,9900 NW 112th St,Kansas City,Platte,AP:  Permit Issued,AOP: Part 70 Operating Permit,3/5/02 0:00,OP2002-009,2062,3/5/07 0:00,NA,APA001650009
EX08400032010,7/15/96 0:00,Asphalt Plant,APAC - Missouri Harrison Asphalt,19100 E 231ST ST,Harrisonville,Cass,AP:  OP Application Replaced by New Submittal,AOP: Intermediate Operating Permit,9/16/03 0:00,OP,2619,7/14/01 0:00,NA,AP0000370032
EX10200100010,7/22/96 0:00,"Marble grinding, molding","Aristocrat Marble, Inc.",1208 Iron St,Kansas City,Clay,"AP:  Closed out, per policy",AOP: Basic Operating Permit,10/24/00 0:00,OP,1555,NA,NA,AP0000470100
EX10200011011,7/24/96 0:00,REPLACE EQUIPMENT,Jefferson Smurfit Corp,110 East 10th Avenue,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/18/96 0:00,1196-012,117,NA,NA,APA000470011
EX22400075006,7/26/96 0:00,allow metal parts burn-off,Peterson Mfg Co,4200 E 135TH ST,Grandview,Jackson,AP:  Permit Issued,AP: Corrections & Amendments,9/9/96 0:00,0695-029A,45,NA,NA,AP0000950075
EX10200149006,8/5/96 0:00,dry blending equipment,"Pizza Blend, Inc",1541 Vernon,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/13/97 0:00,0597-010,281,NA,NA,AP0000470149
PORT0093011,8/5/96 0:00,from Jackson Co,Parkville Stone Co,NA,Parkville,Platte,AP:  Permit Issued,AP: Sec 4: Relocate to New Site,9/4/96 0:00,NA,30,9/4/98 0:00,NA,APA001650010
EX22400236010,8/6/96 0:00,Photo Processing,H & H Color Lab,8906 E 67TH ST,Raytown,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/26/01 0:00,OP,1877,7/13/03 0:00,NA,AP0000950236
EX22400182012,8/14/96 0:00,Hospital,St Mary's Hospital,201 NW R D MIZE RD,Blue Springs,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/27/01 0:00,OP,1870,9/16/02 0:00,NA,AP0000950182
EX10200042015,8/15/96 0:00,veg oil extraction mod,Archer Daniels Midland Co,200 W 19TH ST,Kansas City,Clay,AP:  Permit Issued,"AP: Section 7, 8 & 9 Major Source Review",10/8/97 0:00,1097-009,419,NA,NA,AP0000470042
EX199608003,8/19/96 0:00,Horizontal Silo,Fordyce Concrete Co,7900 NW Tiffany Springs R,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,9/18/96 0:00,758,30,NA,NA,AP0001652405
EX10200098010,8/21/96 0:00,"Rock Crushing, Quarry",Hunt Midwest Mining,410 Randolph,Randolph,Clay,AP:  OP Application Replaced by New Submittal,AOP: Intermediate Operating Permit,5/31/02 0:00,OP,2109,8/20/01 0:00,NA,APA000470098
EX37402403010,8/22/96 0:00,Rock Quarry - Intermediate,Hunt Midwest Mining - Stamper,14457 Interurban Rd,Kansas City,Platte,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,12/16/02 0:00,OP,2307,NA,NA,APA001652403
EX199908081,8/31/96 0:00,Hospital - Basic,Baptist Medical Center,6601 ROCKHILL RD,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,1/15/02 0:00,OP,1963,NA,NA,APA000952087
EX22400057012,9/3/96 0:00,REPLACE EQUIPMENT,"Pfizer Inc, Animal Health Group",1 SE PFIZER WAY,Lee's Summit,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,9/12/96 0:00,NA,9,NA,NA,AP0000950057
