program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,,,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
AP201208056,08/23/12,Incinerator,Muehlebach Funeral Home,6800 troost ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,09/11/12,,,1350,19,,,AP0000952475,39.003692,-94.575322,1,rooftop,6800,Troost Ave,,,Kansas City,MO,Jackson County,64131,US,Jackson,2021,29,29095,Kansas City,2938000,8600,1012,1,2.91E+14,29095008600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201208061,08/22/12,Boiler Upgrade,University of Missouri-KC,1011 east 51st st,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,08/27/12,,,,5,,,AP0000952090,39.034376,-94.574027,1,rooftop,1011,E 51st St,,,Kansas City,MO,Jackson County,64110,US,Jackson,2021,29,29095,Kansas City,2938000,7400,1014,1,2.91E+14,29095007400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201207015,05/11/12,Flaker Addition,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,08/23/12,,,,104,,,AP0000952001,39.121091,-94.555817,1,range_interpolation,2306,Rochester St,,,Kansas City,MO,Jackson County,64120,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15500,1082,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201207059,07/19/12,Consolidate permits,Sprint Communications - Holmes,101 holmes,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,08/08/12,,,1348,20,,,AP0000952226,39.112813,-94.575552,1,rooftop,101,Holmes St,,,Kansas City,MO,Jackson County,64106,US,City of Kansas City,2021,29,29095,Kansas City,2938000,300,3007,3,2.91E+14,29095000300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201203044,03/16/12,Newspaper,Kansas City Star,1601 mcgee,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,07/27/12,,,OP,133,10/21/17,,AP0000952435,39.095404,-94.579156,1,rooftop,1601,McGee St,,,Kansas City,MO,Jackson County,64108,US,Jackson,2021,29,29095,Kansas City,2938000,15800,2017,2,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200612079,12/26/06,Coffee,Folgers Coffee Co,701 broadway,Kansas City,Jackson,"AP:  Closed Out, Inactive",AOP: Part 70 Operating Permit Renewal,07/24/12,,,OP,2037,12/25/11,,AP0000950017,39.105082,-94.58776,1,rooftop,701,Broadway Blvd,,,Kansas City,MO,Jackson County,64105,US,Jackson,2021,29,29095,Kansas City,2938000,15701,1011,1,2.91E+14,29095015701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201206074,06/25/12,CAM Plan,Veolia Energy - Kansas City,115 grand ave,Kansas City,Jackson,AP:  No Permit Required,AOP: Part 70 Operating Permit - CAM,06/25/12,,,OP,0,,,APC000950021,39.111405,-94.580806,1,range_interpolation,115,Grand Ave,,,Kansas City,MO,Jackson County,64106,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15200,1001,1,2.91E+14,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201108029,08/08/11,Remove TCE and OP requirement,AXEL Americas LLC,1437 gentry,Kansas City,Clay,AP:  Operating Permit Terminated,AOP: Applicability Determination Requests,06/04/12,,,OP2007-053A,301,,,AP0000470052,39.135383,-94.573721,1,range_interpolation,1437,Gentry St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6113,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201204008,04/02/12,Printing Presses,Lifetouch Publishing,10800 n ambassador dr,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,05/17/12,,,1346,45,,,AP0001652421,39.288064,-94.678692,1,rooftop,10800,N Ambassador Dr,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,30201,4024,4,2.92E+14,29165030201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201202011,02/02/12,Incinerators,FC Industries,13508 oak st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,04/30/12,,,OP,88,12/27/17,,AP0000952200,38.881755,-94.591567,1,rooftop,13508,Oak St,,,Kansas City,MO,Jackson County,64145,US,Jackson,2021,29,29095,Kansas City,2938000,13405,2011,2,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201202014,02/06/12,,Vance Brothers Inc,5201 brighton ave,Kansas City,Jackson,AP:  Permit Required,AOP: Applicability Determination Requests,04/16/12,,,,70,,,AP0000950037,39.03047,-94.527031,1,rooftop,5201,Brighton Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,7802,2001,2,2.91E+14,29095007802,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201202020,02/08/12,Asphalt,Vance Brothers Inc,4915 chelsea ave,Kansas City,Jackson,AP:  Permit Required,AOP: Applicability Determination Requests,04/16/12,,,OP,68,,,AP0000950064,39.036163,-94.527536,1,rooftop,4915,Chelsea Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,17100,4020,4,2.91E+14,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201201005,01/03/12,Fuel Process,"Kingdom Energy, LLC",2726 forest ave,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,04/02/12,,,,90,,,AP0201201005,39.076831,-94.569918,1,rooftop,2726,Forest Ave,,,Kansas City,MO,Jackson County,64109,US,Jackson,2021,29,29095,Kansas City,2938000,16200,1025,1,2.91E+14,29095016200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201201100,01/27/12,Printing,Barton Nelson Inc,13700 wyandotte,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,04/02/12,,,OP,66,8/28/17,,AP0000952044,38.879386,-94.599326,1,rooftop,13700,Wyandotte St,,,Kansas City,MO,Jackson County,64145,US,Jackson,2021,29,29095,Kansas City,2938000,13405,2025,2,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201201063,01/20/12,Steam Boiler,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Temporary Permit Issued,AP: Temporary or Pilot Plant Permit,03/30/12,,,032012-012,70,3/15/14,#http://www.dnr.mo.gov/env/apcp/permits/docs/cargillkscity2011cp.pdf#,AP0000952001,39.121091,-94.555817,1,range_interpolation,2306,Rochester St,,,Kansas City,MO,Jackson County,64120,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15500,1082,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201002034,02/08/10,Asphalt,Vance Brothers Inc,5201 brighton ave,Kansas City,Jackson,AP:  Application Denied,AOP: Intermediate Operating Permit Renewal,03/13/12,,,OP,764,,,AP0000950037,39.03047,-94.527031,1,rooftop,5201,Brighton Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,7802,2001,2,2.91E+14,29095007802,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201201033,01/12/12,Asphalt,Vance Brothers Inc,4915 chelsea ave,Kansas City,Jackson,AP:  Application Denied,AOP: Basic Operating Permit Renewal,03/13/12,,,OP,61,2/17/17,,AP0000950064,39.036163,-94.527536,1,rooftop,4915,Chelsea Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,17100,4020,4,2.91E+14,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201201034,01/12/12,Asphalt,Vance Brothers Inc,5201 brighton ave,Kansas City,Jackson,AP:  Application Denied,AOP: Basic Operating Permit,03/13/12,,,OP,61,,,AP0000950037,39.03047,-94.527031,1,rooftop,5201,Brighton Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,7802,2001,2,2.91E+14,29095007802,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201112017,12/07/11,Boilers,CenterPoint,14510 botts rd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,03/09/12,,,OP,93,12/6/16,,AP0000952450,38.864149,-94.552191,1,rooftop,14510,Botts Rd,,,Kansas City,MO,Jackson County,64147,US,Jackson,2021,29,29095,Kansas City,2938000,13405,1003,1,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201112061,12/22/11,Waste Treatment,Heritage Environmental Services Inc,8525 ne 38th street,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,03/09/12,,,OP,78,1/14/17,,AP0000472222,39.162068,-94.482826,1,range_interpolation,8525,NE 38th St,,,Kansas City,MO,Clay County,64161,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,Kansas City,2938000,22200,3054,3,2.90E+14,29047022200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201203005,03/02/12,Emergency Generator,Children's Mercy Hospital,2401 gillham rd,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,03/06/12,,,,4,,,AP0000952163,39.08305,-94.577639,1,rooftop,2401,Gillham Rd,,,Kansas City,MO,Jackson County,64108,US,Jackson,2021,29,29095,Kansas City,2938000,4300,1004,1,2.91E+14,29095004300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201111002,10/31/11,Boilers,Cerner Innovation Campus,10234 marion park dr,Kansas City,Jackson,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,01/26/12,,,OP,87,11/5/14,,AP0000952455,38.945442,-94.529902,1,rooftop,10234,Marion Park Dr,,,Kansas City,MO,Jackson County,64137,US,Jackson,2021,29,29095,Kansas City,2938000,13003,2002,2,2.91E+14,29095013003,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201110055,10/28/11,PAL Change to 072011-009 and 042008-001,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,12/20/11,,,072011-009,53,7/20/11,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,E 69th St,,,Kansas City,MO,Jackson County,64133,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,17500,1029,1,2.91E+14,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201110057,10/18/11,Hospital,University of Missouri-KC,1011 east 51st st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,10/25/11,,,OP,7,10/17/16,,AP0000952090,39.034376,-94.574027,1,rooftop,1011,E 51st St,,,Kansas City,MO,Jackson County,64110,US,Jackson,2021,29,29095,Kansas City,2938000,7400,1014,1,2.91E+14,29095007400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200906063,06/18/09,Acid Rain,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Phase II Acid Rain Permit Renewal,10/12/11,,,OP,846,12/31/14,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2006,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201108045,08/16/11,Hospital,North Kansas City Memorial Hospital,2800 hospital dr.,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,09/30/11,,,OP,45,8/15/16,,AP0000470020,39.148171,-94.552524,0.7,street_center,,Hospital Dr,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,4011,4,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201103026,03/07/11,Hospital,North Kansas City Memorial Hospital,2800 hospital dr.,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,07/26/11,,,072011-013,141,,#http://www.dnr.mo.gov/env/apcp/permits/docs/northkchospital-2011cp.pdf#,AP0000470020,39.148171,-94.552524,0.7,street_center,,Hospital Dr,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,4011,4,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201011043,11/12/10,"PAL permit, original permit by Emily Wilbur, post issuance work is notifications, deviation and semi-annual reports.",Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Request Approved,"AP: Section 7, 8 & 9 Major Source Review",07/20/11,,,072011-009,250,,#http://www.dnr.mo.gov/env/apcp/permits/docs/ford-claycomo2011cp.pdf#,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,E 69th St,,,Kansas City,MO,Jackson County,64133,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,17500,1029,1,2.91E+14,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201107056,07/13/11,Asphaltic Concrete,J.M. Fahey Construction,8600 tracy,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,07/15/11,,,OP,2,7/12/16,,AP0000950003,38.970753,-94.571787,1,range_interpolation,8600,Tracy Ave,,,Kansas City,MO,Jackson County,64131,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,9500,2004,2,2.91E+14,29095009500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201105006,05/02/11,Roofing Material,Derbigum America,4821 chelsea avenue,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,06/23/11,,,OP,52,6/2/16,,AP0000950177,39.037693,-94.527738,1,rooftop,4821,Chelsea Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,17100,4020,4,2.91E+14,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201106059,06/15/11,Hospital,Veterans Administration Medical Center,4801 e linwood blvd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,06/23/11,,,OP,8,6/14/16,,AP0000952056,39.063916,-94.526692,1,rooftop,4801,E Linwood Blvd,,,Kansas City,MO,Jackson County,64128,US,Jackson,2021,29,29095,Kansas City,2938000,5801,3018,3,2.91E+14,29095005801,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201106060,06/15/11,Rock Crushing,"Quality Aggregates, LLC",13000 e 350 hwy,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,06/23/11,,,OP,8,6/14/16,,AP0000952233,38.969033,-94.42928,1,rooftop,13000,E M 350 Hwy,,,Kansas City,MO,Jackson County,64138,US,City of Kansas City,2021,29,29095,Kansas City,2938000,17600,4016,4,2.91E+14,29095017600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201101040,01/12/11,Responsible Official Change,K. C. Power & Light Co,950 n olive st,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,05/25/11,,,OP,133,,,APA000950023,39.123861,-94.554586,1,range_interpolation,950,N Olive St,,,Kansas City,MO,Jackson County,64120,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15500,1083,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200910050,08/31/09,Motorcycles,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,05/23/11,,,OP2011-022,630,5/22/16,#http://www.dnr.mo.gov/env/apcp/permits/docs/harley-davkc2011op.pdf#,AP0001652415,39.299756,-94.661893,1,rooftop,11401,N Congress Ave,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,30201,4015,4,2.92E+14,29165030201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201103046,03/18/11,112(g) Compliance,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,05/17/11,,,,60,,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2006,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201011040,10/14/10,Conditions update,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Sign. Modification,05/16/11,,,OP2010-077A,214,7/27/15,#http://www.dnr.mo.gov/env/apcp/permits/docs/hallmark-kc2011opa.pdf#,AP0000950114,39.079886,-94.582436,0.99,rooftop,2501 R,McGee St,,,Kansas City,MO,Jackson County,64108,US,City of Kansas City,2021,29,29095,Kansas City,2938000,4400,1000,1,2.91E+14,29095004400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201104075,04/11/11,Generators,Ameritrade Holding Co,11530 ambassador dr,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,04/29/11,,,1318,18,,,APA001652420,39.302412,-94.684802,0.9,rooftop,11530,N Ambassador Dr,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,30201,4013,4,2.92E+14,29165030201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201103052,02/04/11,Name Change,AXEL Americas LLC,1437 gentry,Kansas City,Clay,AP:  Amendment Approved,AOP: Intermediate Operating Permit Amendment,04/06/11,,,OP2007-053A,61,10/18/12,,AP0000470052,39.135383,-94.573721,1,range_interpolation,1437,Gentry St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6113,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201103089,03/28/11,Medical Research,Stower's Institute,4949 rockhill rd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,03/28/11,,,OP,0,3/27/16,,AP0000952089,39.03703,-94.574937,1,rooftop,4949,Rockhill Rd,,,Kansas City,MO,Jackson County,64110,US,City of Kansas City,2021,29,29095,Kansas City,2938000,7400,1003,1,2.91E+14,29095007400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201012046,12/13/10,Vinegar,Mizkan Americas Inc.,2400 nicholson,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,03/18/11,,,OP,95,8/28/15,,APB000952161,39.123922,-94.552858,1,rooftop,2400,Nicholson Ave,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1070,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200702039,02/13/07,Power Plant,K. C. Power & Light Co,950 n olive st,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,03/01/11,,,OP2011-003,1477,2/29/16,#http://www.dnr.mo.gov/env/apcp/permits/docs/kcpl--ne2011op.pdf#,APA000950023,39.123861,-94.554586,1,range_interpolation,950,N Olive St,,,Kansas City,MO,Jackson County,64120,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15500,1083,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200808061,08/18/08,Water Treatment,Kansas City Water Services,1 nw briarcliff rd,Kansas City,Clay,"AP:  Closed Out, Inactive",AOP: Part 70 Operating Permit,01/13/11,,,OP,878,,,AP0000472227,39.157778,-94.581694,1,rooftop,1,NW Briarcliff Rd,,,Kansas City,MO,Clay County,64116,US,City of Kansas City,2021,29,29047,Kansas City,2938000,20202,1013,1,2.90E+14,29047020202,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200910033,10/07/09,CAM Plan,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit Sign. Modification,01/13/11,,,OP,463,,,AP0000952001,39.121091,-94.555817,1,range_interpolation,2306,Rochester St,,,Kansas City,MO,Jackson County,64120,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15500,1082,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201012020,12/09/10,Rock Crushing,Hoezel Crushing,4151 e 75th terrace,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/20/10,,,1312,11,,,AP0000952467,38.987924,-94.540035,1,rooftop,4151,E 75th Ter,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,9600,2000,2,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201012044,12/16/10,Commercial Laundry,G & K Services,1745 reynolds ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/20/10,,,1310,4,,,AP0000952466,39.141177,-94.508647,1,rooftop,1745,Reynolds Ave,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1013,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803005,02/28/08,Landfill,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,11/18/10,,,OP2010-120,994,11/17/15,#http://www.dnr.mo.gov/env/apcp/permits/docs/selandfillkc2010op.pdf#,AP0000952101,38.976671,-94.547366,1,rooftop,8300,Indiana Ave,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,9600,3010,3,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201009057,09/21/10,Hospital,Truman Medical Center East,7900 lees summit rd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,09/21/10,,,OP,0,9/20/15,,AP0000952154,38.972784,-94.394966,1,rooftop,7900,Lee's Summit Rd,,,Kansas City,MO,Jackson County,64139,US,City of Kansas City,2021,29,29095,Kansas City,2938000,14300,2013,2,2.91E+14,29095014300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200504031,04/08/05,Hospital,Truman Medical Center East,7900 lees summit rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit,09/15/10,,,OP,1986,3/29/10,,AP0000952154,38.972784,-94.394966,1,rooftop,7900,Lee's Summit Rd,,,Kansas City,MO,Jackson County,64139,US,City of Kansas City,2021,29,29095,Kansas City,2938000,14300,2013,2,2.91E+14,29095014300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201004017,04/05/10,Generators,Liberty Mutual Data Center,7901 nw 112th,Kansas City,Platte,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,09/07/10,,,OP,155,9/6/15,,AP0001652416,39.295515,-94.677993,1,rooftop,7901,NW 112th St,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,30201,4023,4,2.92E+14,29165030201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201009035,09/07/10,Quarry,Damon Pursell Construction Company,9001 hickman mills dr,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,09/07/10,,,OP,0,9/6/15,,AP0000950006,38.963421,-94.539909,1,rooftop,9001,Hickman Mills Dr,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,17400,3004,3,2.91E+14,29095017400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200902066,08/27/10,Food,Cook Family Foods,13825 wyandotte street,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,08/27/10,,,OP,0,8/28/15,,APB000952002,38.876809,-94.598311,1,rooftop,13825,Wyandotte St,,,Kansas City,MO,Jackson County,64145,US,Jackson,2021,29,29095,Kansas City,2938000,13405,2011,2,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804051,04/09/08,Boxes,Western Container Co,4323 clary blvd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,08/18/10,,,OP,861,4/18/13,,AP0000952019,39.047467,-94.519186,1,rooftop,4323,Clary Blvd,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,17100,4013,4,2.91E+14,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
